Stim,Day,Date,Video,Arena,Sex,Mark,Session,Camera,Tank,Group,Fish_ID,Notes,tot_dist,mean_speed,mean_dist_05,tot_dist_05,freeze_mean,freeze_dur,zone_510_dur,zone_05_dur,zone_2025_dur,zone_1520_dur,zone_3035_dur,zone_1015_dur,zone_3540_dur,zone_2530_dur,zone_near_dur,zone_middle_dur,zone_far_dur,arena_dur,moving_dur
Social,Monday,29/07/2019,A,1,male,Ora.Bla,1,1,HA_C1,Control,a7403,NA,788.247,4.37926,4.29466,9663,8.00E-02,0.079998,9.59976,167.916,0.479988,0.719982,0,1.27997,0,0,178.556,1.43996,0,179.995,146.156
Social,Monday,29/07/2019,C,3,male,Ora.Bro,1,1,HA_C1,Control,a7152,NA,1429.11,7.93972,7.64187,17194.2,8.00E-02,0.159996,34.5591,113.277,2.95993,3.67991,5.11987,14.7196,1.83995,3.8399,159.356,10.7197,9.91975,179.995,169.276
Social,Monday,29/07/2019,D,4,female,Ora.Pin,1,1,HA_C1,Control,a7498,NA,1536.47,8.53617,6.24098,14042.2,8.00E-02,0.079998,32.3192,128.477,2.79993,2.47994,5.35987,4.87988,0,3.67991,164.716,7.27982,7.9998,179.995,170.556
Social,Monday,29/07/2019,E,5,female,Pin.Whi,1,2,HA_C1,Control,a7281,NA,836.117,4.65763,5.46304,12264.5,8.00E-02,0.159996,0.239994,170.956,0.239994,0.159996,0.479988,0.159996,7.27982,0.319992,171.276,0.559986,7.9998,179.836,148.476
Social,Monday,29/07/2019,G,7,male,Whi.Blu,1,2,HA_C1,Control,a7179,NA,980.891,5.44953,8.01037,18023.3,8.00E-02,0.239994,9.43976,139.197,3.59991,4.1599,10.9597,5.51986,2.15995,4.95988,152.076,11.5997,16.3196,179.995,156.156
Social,Monday,29/07/2019,A,1,female,Blu.Blu,2,1,HA_C1,Control,a7659,NA,1091.19,6.06233,5.20179,11704,-,0,24.1594,138.557,1.43996,2.55994,0.639984,11.7597,0,0.879978,170.876,7.9198,1.19997,179.995,163.036
Social,Monday,29/07/2019,C,3,female,Bro.Bla,2,1,HA_C1,Control,a7082,NA,953.489,5.29729,9.4552,21274.2,8.00E-02,0.079998,10.1597,131.997,0.879978,3.19992,6.31984,5.11987,19.6795,2.63993,145.676,5.91985,28.3993,179.995,152.876
Social,Monday,29/07/2019,D,4,female,Red.Red,2,1,HA_C1,Control,a6899,NA,532.815,2.96016,4.43157,9971.04,1.00E-01,1.99995,1.03997,178.956,0,0,0,0,0,0,179.995,0,0,179.995,111.597
Social,Monday,29/07/2019,E,5,male,Yel._,2,2,HA_C1,Control,a7475,NA,590.178,3.27885,4.46155,10038.5,0.119997,0.479988,2.07995,175.996,0.559986,0.479988,0,0.479988,0,0.39999,178.396,1.59996,0,179.995,125.597
Social,Monday,29/07/2019,G,7,male,Pin.Ora,2,2,HA_C1,Control,a7555,NA,1457.52,8.10835,15.0025,33725.6,-,0,14.7996,79.438,10.7197,8.71978,25.9194,10.1597,18.5595,11.6797,100.877,26.0793,53.0387,179.995,172.316
Social,Monday,29/07/2019,A,1,male,Red.Yel,3,1,HA_C1,Control,a7563,NA,1275.8,7.08798,5.90489,13286,0.119997,0.239994,43.5189,114.637,3.19992,3.9199,2.23994,8.87978,0,3.59991,164.796,11.1997,3.9999,179.995,168.796
Social,Monday,29/07/2019,C,3,female,Yel.Red,3,1,HA_C1,Control,a8068,NA,605.462,3.37576,6.44366,14453.1,0.189086,2.07995,4.95988,166.156,1.43996,1.99995,1.35997,1.43996,1.03997,1.27997,172.076,4.39989,3.19992,179.676,103.517
Social,Monday,29/07/2019,D,4,male,Red.Pin,3,1,HA_C1,Control,a6985,NA,408.451,2.26923,5.98803,13473.1,0.109997,0.879978,1.35997,168.716,0.39999,0.319992,1.99995,0.319992,5.99985,0.879978,170.316,0.879978,8.79978,179.995,81.278
Social,Monday,29/07/2019,E,5,female,Bro.Yel,3,2,HA_T1,Treatment,a7087,NA,953.37,5.29663,10.8533,24420,18.7595,37.5191,8.39979,110.317,2.87993,2.63993,3.35992,5.43986,0,46.9588,122.717,45.8389,11.4397,179.995,126.237
Social,Monday,29/07/2019,G,7,male,Ora.Ora,3,2,HA_T1,Treatment,a7412,NA,1494.23,8.30148,13.1365,29557.2,8.00E-02,0.079998,20.6395,81.678,10.3997,9.91975,15.6796,14.2396,17.9995,9.43976,113.037,27.1193,39.839,179.995,173.596
Social,Monday,29/07/2019,A,1,female,Ora.Ora,4,1,HA_T1,Treatment,a7379,NA,639.756,3.55429,4.25505,9573.87,8.00E-02,0.39999,6.23984,172.156,0,0,0,1.59996,0,0,179.995,0,0,179.995,129.917
Social,Monday,29/07/2019,C,3,male,Ora._,4,1,HA_T1,Treatment,a7155,NA,1399.47,7.77505,9.24631,20804.2,-,0,34.1591,92.7977,8.31979,11.1997,8.0798,14.4796,3.11992,7.8398,136.637,26.0793,17.2796,179.995,171.276
Social,Monday,29/07/2019,D,4,female,Pin.Pin,4,1,HA_T1,Treatment,a7550,NA,770.188,4.27893,5.35122,12040.2,8.00E-02,0.319992,11.3597,150.396,4.71988,5.03987,0,5.99985,0,2.47994,165.196,12.8797,1.91995,179.995,146.956
Social,Monday,29/07/2019,E,5,female,Bla.Pur,4,2,HA_T1,Treatment,a6925,NA,1139.74,6.33206,5.26399,11844,-,0,36.7991,122.637,3.03992,4.31989,0,11.9197,0,1.27997,167.836,11.3597,0.79998,179.995,170.876
Social,Monday,29/07/2019,G,7,female,Bro.Bro,4,2,HA_T1,Treatment,a7662,NA,1194.97,6.64778,5.62307,12640.7,8.00E-02,0.079998,10.7997,145.596,4.95988,5.67986,2.55994,6.39984,0,3.9999,160.476,14.1596,5.35987,179.995,158.716
Social,Monday,29/07/2019,A,1,male,Pin.Bro,5,1,HA_T1,Treatment,a7191,NA,1472.88,8.18286,7.66762,17252.2,8.00E-02,0.079998,67.1983,66.9583,8.23979,9.11977,2.31994,22.7194,0,3.43991,151.436,24.0794,4.47989,179.995,173.436
Social,Monday,29/07/2019,C,3,male,_.Whi,5,1,HA_T1,Treatment,a7269,NA,1582.28,8.79064,11.3386,25511.8,8.00E-02,0.079998,29.7593,89.1978,9.75976,7.9198,10.3197,13.3597,11.3597,8.31979,128.717,23.8394,27.4393,179.995,171.836
Social,Monday,29/07/2019,D,4,male,Blu.Whi,5,1,HA_T1,Treatment,a6998,NA,1503.56,8.35334,9.33702,21008.3,8.00E-02,0.079998,16.3996,119.437,5.27987,4.87988,13.6797,6.31984,7.19982,6.79983,140.156,14.3196,25.5194,179.995,166.076
Social,Monday,29/07/2019,E,5,male,Ora.Pur,5,2,HA_T1,Treatment,a7062,NA,636.69,3.53726,5.48507,12341.4,0.618166,6.79983,5.99985,167.996,0.239994,0.239994,3.8399,1.11997,0,0.559986,175.036,0.639984,4.31989,179.995,125.117
Social,Monday,29/07/2019,G,7,male,Red.Whi,5,2,HA_T1,Treatment,a6991,NA,1051.11,5.83966,10.2008,22951.8,1.00E-01,0.39999,15.5196,115.757,4.71988,5.27987,11.3597,6.95983,14.8796,5.51986,135.277,14.7996,29.9193,179.995,157.436
Social,Monday,29/07/2019,A,1,male,Ora.Bro,6,1,HA_C2,Control,a6967,NA,851.536,4.73088,5.63183,12671.6,0.143996,0.719982,9.99975,148.716,3.59991,3.35992,4.31989,5.59986,0.959976,3.43991,162.796,9.43976,7.75981,179.995,135.437
Social,Monday,29/07/2019,C,3,female,_.Pin,6,1,HA_C2,Control,a7549,NA,464.473,2.58047,5.62291,12651.6,0.101331,1.51996,3.67991,175.676,0,0,0,0.639984,0,0,179.995,0,0,179.995,104.877
Social,Monday,29/07/2019,D,4,female,Ora.Ora,6,1,HA_C2,Control,a7486,NA,914.263,5.07937,7.67315,17264.6,8.00E-02,0.079998,20.2395,128.957,4.63988,3.51991,6.15985,6.95983,1.99995,7.51981,154.316,12.6397,13.0397,179.995,149.596
Social,Monday,29/07/2019,E,5,male,Bro.Pur,6,2,HA_C2,Control,a7729,NA,638.401,3.54676,5.56964,12531.7,0.191995,0.959976,2.39994,174.396,0.159996,1.27997,0,1.75996,0,0,177.916,2.07995,0,179.995,130.717
Social,Monday,29/07/2019,G,7,male,Red.Pin,6,2,HA_C2,Control,a7096,NA,800.18,4.45744,4.98737,11196.6,9.78E-02,0.879978,2.79993,169.116,0.479988,0.319992,0.39999,1.43996,4.95988,0.319992,172.956,1.27997,5.59986,179.836,138.317
Social,Monday,29/07/2019,A,1,male,Pin.Yel,7,1,HA_C2,Control,a6847,NA,791.423,4.3969,8.55651,19252.1,8.00E-02,0.479988,12.9597,129.677,2.87993,4.47989,11.3597,6.31984,5.91985,6.39984,147.116,11.3597,21.5195,179.995,147.436
Social,Monday,29/07/2019,C,3,male,Whi.Yel,7,1,HA_C2,Control,a7370,NA,495.166,2.75099,6.73507,15153.9,8.00E-02,0.559986,1.59996,169.836,0.239994,0.159996,1.43996,0.239994,6.23984,0.239994,171.596,0.559986,7.8398,179.995,107.117
Social,Monday,29/07/2019,D,4,female,Pin.Bro,7,1,HA_C2,Control,a7284,NA,887.387,4.93005,5.90599,13288.5,0.983505,16.7196,11.0397,155.596,2.23994,2.47994,1.19997,4.1599,0,3.27992,169.836,6.55984,3.59991,179.995,125.517
Social,Monday,29/07/2019,E,5,male,Pur._,7,2,HA_C2,Control,a7056,NA,968.65,5.38152,6.44299,14496.7,8.00E-02,0.079998,4.0799,159.356,1.35997,1.27997,4.23989,2.39994,5.43986,1.83995,165.436,3.59991,10.9597,179.995,151.436
Social,Monday,29/07/2019,G,7,female,Red._,7,2,HA_C2,Control,a8064,NA,1142.5,6.34737,6.23741,14034.2,8.00E-02,0.319992,13.8397,146.796,1.51996,2.63993,4.47989,4.71988,4.71988,1.27997,163.996,5.83985,10.1597,179.995,157.996
Social,Monday,29/07/2019,A,1,male,Ora.Yel,8,1,HA_C2,Control,a7153,NA,633.437,3.51918,4.0377,9084.82,0.106664,0.319992,5.67986,168.636,0.79998,0.79998,0.879978,1.99995,0,1.19997,175.996,2.31994,1.67996,179.995,116.397
Social,Monday,29/07/2019,C,3,female,Blu.Ora,8,1,HA_C2,Control,a7204,NA,296.427,1.64686,6.01364,13530.7,0.179996,2.87993,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,69.6783
Social,Monday,29/07/2019,D,4,female,_._,8,1,HA_C2,Control,a7658,NA,643.13,3.57303,4.53937,10213.6,0.119997,1.19997,0.879978,179.116,0,0,0,0,0,0,179.995,0,0,179.995,131.437
Social,Monday,29/07/2019,E,5,female,Ora.Pur,8,2,HA_T2,Treatment,a8071,NA,649.517,3.60852,4.33913,9763.04,0.119997,0.479988,0.79998,179.196,0,0,0,0,0,0,179.995,0,0,179.995,135.277
Social,Monday,29/07/2019,G,7,male,Bla.Bro,8,2,HA_T2,Treatment,a7142,NA,658.381,3.65777,3.56331,8017.45,8.00E-02,0.159996,27.3593,145.836,0.559986,1.19997,0,4.39989,0,0.639984,177.116,2.39994,0.479988,179.995,135.117
Social,Monday,29/07/2019,A,1,female,Red.Pur,9,1,HA_T2,Treatment,a7222,NA,486.439,2.70251,3.85584,8675.63,0.114283,0.79998,5.35987,174.076,0,0,0,0.559986,0,0,179.995,0,0,179.995,115.117
Social,Monday,29/07/2019,D,4,male,Red.Red,9,1,HA_T2,Treatment,a7570,NA,408.771,2.27101,4.74854,10684.2,0.115553,1.03997,0.639984,173.196,1.35997,1.19997,1.19997,0.479988,0,1.91995,174.236,3.27992,2.47994,179.995,85.0379
Social,Monday,29/07/2019,E,5,male,Bro.Gre,9,2,HA_T2,Treatment,a7724,NA,832.565,4.62548,7.46936,16806,0.13333,0.39999,9.83975,135.517,3.9199,5.11987,6.63983,7.8398,5.27987,5.83985,150.396,13.9197,15.6796,179.995,140.316
Social,Monday,29/07/2019,G,7,female,Yel.Gre,9,2,HA_T2,Treatment,a8067,NA,514.923,2.86075,3.81283,8578.87,9.45E-02,1.03997,2.87993,176.316,0.079998,0.239994,0,0.479988,0,0,179.516,0.479988,0,179.995,118.237
Social,Monday,29/07/2019,C,3,male,Bro.Blu,10,1,HA_T2,Treatment,a7251,22 Sec Delay,1123.72,6.24302,16.8323,37872.8,-,0,28.7993,45.5989,13.4397,12.3197,27.8393,14.3996,20.3995,17.1996,83.5179,35.8391,60.6385,179.995,172.076
Social,Monday,29/07/2019,D,4,male,Bla.Pin,10,1,HA_T2,Treatment,a7604,22 Sec Delay,1314.12,7.30084,16.7776,37749.7,8.00E-02,0.079998,16.0796,67.6783,9.91975,9.43976,19.3595,11.5997,34.5591,11.3597,91.6777,26.3193,61.9984,179.995,158.956
Social,Monday,29/07/2019,E,5,female,Pin.Blu,10,2,HA_T2,Treatment,a7288,NA,797.755,4.43208,16.4773,37074,8.87978,35.5191,2.79993,79.038,10.6397,5.27987,23.9994,0.559986,1.51996,56.1586,82.3179,20.9595,76.7181,179.995,116.077
Social,Monday,29/07/2019,G,7,female,Gre.Blu,10,2,HA_T2,Treatment,a7684,NA,747.233,4.1514,4.23599,9530.97,8.00E-02,0.239994,3.43991,174.556,0.479988,0.319992,0,0.639984,0,0.559986,178.476,1.11997,0.39999,179.995,147.196
Social,Monday,29/07/2019,A,1,female,Whi._,11,1,HA_T2,Treatment,a8050,"RE-RUN, Covers fell down towards end, may exclude",1885.12,10.4731,8.37679,18847.8,4.51989,9.03977,37.1991,94.5576,9.43976,14.1596,1.67996,18.1595,0,4.79988,144.316,31.5192,4.1599,179.995,162.156
Social,Monday,29/07/2019,C,3,female,Pin.Pin,11,1,HA_T2,Treatment,a6840,"RE-RUN, Covers fell down towards end, may exclude (also missing label)",987.533,5.48643,16.2497,36561.8,0.599985,2.39994,11.5197,83.3579,4.23989,4.31989,33.8392,7.43981,28.8793,6.39984,99.7575,12.7997,67.4383,179.995,133.037
Social,Tuesday,30/07/2019,A,1,male,Bro.Ora,1,1,HA_C3,Control,a7361,NA,1639.29,9.10737,6.63405,14926.6,8.00E-02,0.079998,24.3994,126.317,2.95993,5.99985,2.15995,13.5197,1.27997,3.35992,161.036,13.0397,5.91985,179.995,165.836
Social,Tuesday,30/07/2019,C,3,male,Pur._,1,1,HA_C3,Control,a7730,NA,505.947,2.81089,5.86711,13201,0.122102,2.31994,3.9999,169.356,1.35997,1.11997,1.11997,2.23994,0,0.79998,174.956,3.35992,1.67996,179.995,89.5978
Social,Tuesday,30/07/2019,D,4,female,_.Pin,1,1,HA_C3,Control,a7279,NA,1203.45,6.71885,8.07563,18105.6,8.00E-02,0.39999,9.83975,139.357,3.9999,4.0799,5.67986,6.71983,5.19987,3.9999,154.236,10.9597,13.6797,179.836,143.676
Social,Tuesday,30/07/2019,E,5,female,Red.Pur,1,2,HA_C3,Control,a7093,NA,802.639,4.47513,4.63936,10406.1,0.114283,0.79998,0.319992,176.956,0.159996,0.079998,0.79998,0.159996,0.959976,0.239994,177.356,0.39999,1.91995,179.676,140.716
Social,Tuesday,30/07/2019,G,7,male,Whi.Ora,1,2,HA_C3,Control,a7264,NA,1109.9,6.17448,6.08675,13683,8.00E-02,0.079998,9.43976,157.916,1.67996,1.75996,3.75991,2.55994,0.39999,2.47994,169.356,4.63988,5.99985,179.995,152.316
Social,Tuesday,30/07/2019,A,1,male,Red._,2,1,HA_C3,Control,a7611,NA,1111.31,6.17411,5.00468,11260.5,0.239994,0.479988,8.79978,155.676,1.75996,5.11987,1.35997,5.19987,0.639984,1.43996,167.836,9.19977,2.95993,179.995,147.116
Social,Tuesday,30/07/2019,C,3,male,Red.Bro,2,1,HA_C3,Control,a7564,NA,754.931,4.19417,6.41725,14438.8,1.00E-01,0.39999,6.63983,154.876,3.03992,2.15995,5.43986,3.9199,0,3.9199,164.156,7.51981,8.31979,179.995,137.917
Social,Tuesday,30/07/2019,D,4,female,Red.Whi,2,1,HA_C3,Control,a7322,NA,521.461,2.89708,4.29689,9668.01,0.122102,2.31994,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,104.557
Social,Tuesday,30/07/2019,E,5,male,Gre._,2,2,HA_C3,Control,a7017,NA,1031.2,5.72902,5.76752,12976.9,0.853312,2.55994,15.9196,145.756,2.55994,3.75991,0.479988,9.19977,0,2.31994,167.836,10.0797,2.07995,179.995,150.316
Social,Tuesday,30/07/2019,G,7,female,Pin.Gre,2,2,HA_C3,Control,a6845,NA,1135.44,6.30817,5.69164,12806.2,8.00E-02,0.39999,3.8399,165.836,1.35997,1.35997,1.75996,1.75996,2.71993,1.35997,170.876,3.67991,5.43986,179.995,153.436
Social,Tuesday,30/07/2019,A,1,female,Whi.Pin,3,1,HA_C3,Control,a7232,NA,448.145,2.48976,5.18234,11660.3,4.36912,56.7986,5.35987,172.476,0,0,0,2.15995,0,0,179.995,0,0,179.995,81.838
Social,Tuesday,30/07/2019,C,3,female,Gre.Pin,3,1,HA_C3,Control,a7679,NA,804.53,4.46972,6.10635,13739.3,58.7985,58.7985,12.9597,161.596,0.959976,2.23994,0.079998,1.83995,0,0.319992,175.756,3.9199,0.319992,179.995,109.037
Social,Tuesday,30/07/2019,D,4,male,Bla.Pin,3,1,HA_C3,Control,a8043,NA,462.876,2.57503,5.55874,12496,0.14933,2.23994,0.319992,170.476,1.43996,0.79998,2.23994,0.319992,2.63993,1.43996,170.956,2.87993,5.83985,179.995,86.9578
Social,Tuesday,30/07/2019,E,5,male,Bla.Blu,3,2,HA_T3,Treatment,a6808,NA,507.84,2.8214,4.14802,9333.05,0.173329,3.11992,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,110.397
Social,Tuesday,30/07/2019,G,7,female,Gre.Gre,3,2,HA_T3,Treatment,a7019,NA,1135.02,6.33679,8.97606,20124.3,8.00E-02,0.159996,19.3595,124.397,4.1599,4.55989,3.75991,9.43976,10.7197,3.51991,150.796,12.1597,16.9596,179.916,145.196
Social,Tuesday,30/07/2019,A,1,female,Pur.Gre,4,1,HA_T3,Treatment,a7160,NA,545.214,3.02904,10.5855,23817.4,0.141173,2.39994,0.319992,135.997,1.11997,0.39999,7.59981,0.319992,32.4792,1.75996,136.477,2.07995,41.439,179.995,104.397
Social,Tuesday,30/07/2019,C,3,female,Red.Red,4,1,HA_T3,Treatment,a8063,NA,1259.5,6.99739,11.8948,26763.3,8.00E-02,0.079998,13.7597,103.117,9.83975,5.35987,22.5594,6.87983,1.83995,16.6396,121.517,22.3194,36.1591,179.995,164.716
Social,Tuesday,30/07/2019,D,4,female,Red.Bla,4,1,HA_T3,Treatment,a7091,NA,573.09,3.19243,6.02629,13529,0.781519,10.1597,1.03997,167.756,0.159996,0.239994,0.39999,0.159996,9.83975,0.159996,168.956,0.479988,10.3197,179.836,107.757
Social,Tuesday,30/07/2019,E,5,male,Bla.Whi,4,2,HA_T3,Treatment,a7139,NA,716.737,3.98197,7.1376,16059.6,0.123074,1.59996,0.479988,158.316,1.43996,1.27997,5.27987,0.479988,11.4397,1.27997,158.956,3.8399,17.1996,179.995,122.557
Social,Tuesday,30/07/2019,G,7,female,Yel.Whi,4,2,HA_T3,Treatment,a7210,NA,1158.61,6.44835,7.80871,17546.2,3.03992,6.07985,8.87978,151.196,2.07995,1.99995,9.43976,3.51991,0.319992,2.55994,162.716,5.75986,11.5197,179.995,142.956
Social,Tuesday,30/07/2019,A,1,female,_.Blu,5,1,HA_T3,Treatment,a7459,NA,426.284,2.3683,3.02467,6805.51,0.111108,1.99995,0.239994,179.756,0,0,0,0,0,0,179.995,0,0,179.995,97.6776
Social,Tuesday,30/07/2019,C,3,male,Red.Pur,5,1,HA_T3,Treatment,a7325,NA,1113.61,6.18687,8.21349,18480.3,1.00E-01,0.39999,16.8796,121.037,6.95983,6.39984,8.87978,11.4397,1.35997,7.03982,145.276,19.3595,15.3596,179.995,152.156
Social,Tuesday,30/07/2019,D,4,male,Red.Bro,5,1,HA_T3,Treatment,a7045,NA,602.076,3.34495,4.77059,10733.8,8.00E-02,0.719982,7.75981,164.396,1.11997,1.35997,2.39994,1.43996,0.239994,1.27997,173.116,3.27992,3.59991,179.995,123.037
Social,Tuesday,30/07/2019,E,5,female,Ora.Yel,5,2,HA_T3,Treatment,a7484,NA,581.356,3.22984,5.21522,11734.3,0.182853,1.27997,3.9999,172.716,0,0.559986,0,2.71993,0,0,178.796,1.19997,0,179.995,119.277
Social,Tuesday,30/07/2019,G,7,female,Whi.Whi,5,2,HA_T3,Treatment,a7640,NA,1936.29,10.767,10.2355,23019.6,-,0,25.8394,94.1576,8.95978,8.47979,16.7996,12.1597,4.0799,9.51976,126.877,26.0793,27.0393,179.995,172.156
Social,Tuesday,30/07/2019,A,1,female,Gre.Yel,6,1,HA_C4,Control,a6971,NA,656.863,3.64933,3.85426,8672.08,0.119997,0.719982,2.31994,177.676,0,0,0,0,0,0,179.995,0,0,179.995,137.917
Social,Tuesday,30/07/2019,C,3,male,Ora.Gre,6,1,HA_C4,Control,a7492,NA,1295.27,7.19614,6.89148,15505.8,-,0,27.0393,120.157,3.9199,5.99985,3.8399,13.9996,0,5.03987,157.836,14.5596,7.59981,179.995,165.596
Social,Tuesday,30/07/2019,D,4,female,_.Gre,6,1,HA_C4,Control,a7020,NA,867.804,4.83415,6.1368,13777.1,8.00E-02,0.319992,7.03982,155.436,2.87993,4.0799,1.67996,3.59991,1.59996,3.03992,164.956,8.87978,5.51986,179.836,145.916
Social,Tuesday,30/07/2019,E,5,female,Whi.Whi,6,2,HA_C4,Control,a7661,NA,663.179,3.68442,3.92722,8836.24,0.346658,1.03997,0.959976,176.876,0.479988,1.03997,0,0.639984,0,0,178.156,1.83995,0,179.995,130.557
Social,Tuesday,30/07/2019,G,7,female,Blu.Bla,6,2,HA_C4,Control,a7201,NA,563.147,3.13285,5.82282,13089.7,0.129521,2.71993,1.59996,166.156,1.59996,1.91995,1.83995,0.959976,4.55989,1.35997,168.396,4.31989,7.27982,179.995,103.277
Social,Tuesday,30/07/2019,A,1,male,_.Yel,7,1,HA_C4,Control,a6807,NA,605.775,3.3655,3.71282,8353.85,0.171424,1.19997,17.5996,156.236,0.79998,1.43996,0,2.95993,0,0.959976,175.516,3.8399,0.639984,179.995,126.317
Social,Tuesday,30/07/2019,C,3,male,_.Pin,7,1,HA_C4,Control,a6839,NA,476.301,2.64618,13.0236,29303,9.60E-02,1.91995,0.39999,130.397,0.479988,0.39999,4.63988,0.319992,42.7189,0.639984,131.037,1.11997,47.8388,179.995,95.9976
Social,Tuesday,30/07/2019,D,4,female,Pin.Bla,7,1,HA_C4,Control,a8045,NA,1076.9,5.98828,6.25092,14058.3,8.00E-02,0.079998,18.3195,138.157,3.27992,3.19992,4.87988,5.99985,1.51996,4.47989,161.276,8.95978,9.59976,179.995,168.716
Social,Tuesday,30/07/2019,E,5,female,Whi.Pur,7,2,HA_C4,Control,a7259,NA,604.22,3.35686,5.27987,11879.7,8.00E-02,0.239994,11.9997,158.156,1.27997,1.27997,0.479988,2.31994,3.11992,1.35997,171.836,3.59991,4.55989,179.995,127.597
Social,Tuesday,30/07/2019,G,7,male,Yel.Pin,7,2,HA_C4,Control,a8066,NA,1010.68,5.61505,7.58034,17055.8,0.239994,0.479988,9.83975,139.437,5.27987,5.19987,6.31984,5.43986,1.19997,7.27982,152.796,14.4796,12.7197,179.995,138.957
Social,Tuesday,30/07/2019,A,1,female,Pur.Red,8,1,HA_C4,Control,a7578,NA,477.483,2.65275,3.54658,7979.79,0.150584,2.55994,0,179.995,0,0,0,0,0,0,179.995,0,0,179.995,105.917
Social,Tuesday,30/07/2019,C,3,female,_.Ora,8,1,HA_C4,Control,a7059,NA,480.139,2.66751,5.75282,12943.9,8.62E-02,1.11997,0.319992,175.196,0.319992,0.159996,0.879978,0.239994,2.47994,0.39999,175.676,0.639984,3.67991,179.995,107.277
Social,Tuesday,30/07/2019,D,4,female,Yel.Yel,8,1,HA_C4,Control,a7418,NA,473.01,2.6279,4.86187,10939.2,0.151107,1.35997,0.319992,178.876,0.159996,0.319992,0,0.319992,0,0,179.436,0.559986,0,179.995,99.1975
Social,Tuesday,30/07/2019,E,5,female,Yel.Blu,8,2,HA_T4,Treatment,a7214,NA,471.609,2.62011,4.4337,9975.83,0.106664,0.959976,1.11997,175.836,0.239994,0.159996,0.559986,0.239994,1.51996,0.319992,177.116,0.559986,2.31994,179.995,102.797
Social,Tuesday,30/07/2019,G,7,female,Ora.Blu,8,2,HA_T4,Treatment,a6961,NA,1107.64,6.15371,7.82317,17602.1,8.00E-02,0.079998,15.5196,131.437,5.03987,6.47984,5.83985,9.83975,1.99995,3.8399,154.316,15.3596,10.3197,179.995,167.116
Social,Tuesday,30/07/2019,A,1,male,Bro.Yel,9,1,HA_T4,Treatment,a7728,NA,1067.78,5.93224,7.47264,16813.4,8.00E-02,0.159996,13.1197,133.117,6.47984,6.95983,4.87988,7.43981,1.03997,6.95983,150.956,18.8795,10.1597,179.995,156.636
Social,Tuesday,30/07/2019,C,3,female,Ora.Whi,9,1,HA_T4,Treatment,a7409,NA,594.275,3.30161,5.12284,11526.4,0.127997,1.91995,3.51991,170.636,1.35997,0.639984,1.43996,0.479988,0,1.91995,174.636,2.95993,2.39994,179.995,109.037
Social,Tuesday,30/07/2019,D,4,male,Gre.Pur,9,1,HA_T4,Treatment,a7297,NA,1238.84,6.88264,4.13195,9296.89,-,0,25.8394,147.516,0.239994,0.319992,1.11997,3.9199,0,1.03997,175.756,2.15995,2.07995,179.995,173.836
Social,Tuesday,30/07/2019,E,5,female,Bro.Ora,9,2,HA_T4,Treatment,a7439,NA,507.57,2.8199,4.59067,10329,8.00E-02,0.79998,1.51996,175.276,0.159996,0.239994,1.03997,0.239994,0.719982,0.79998,176.956,0.559986,2.47994,179.995,106.797
Social,Tuesday,30/07/2019,G,7,female,Red.Pur,9,2,HA_T4,Treatment,a8062,NA,830.545,4.61425,5.30072,11926.6,8.00E-02,0.239994,5.59986,162.156,2.71993,1.67996,1.67996,3.9999,0,2.15995,170.796,6.71983,2.47994,179.995,157.916
Social,Tuesday,30/07/2019,A,1,male,Bla.Pin,10,1,HA_T4,Treatment,a7138,NA,2232.03,12.4005,9.94967,22386.8,-,0,25.4394,87.1978,13.9996,12.4797,9.51976,17.7596,0,13.5997,125.197,37.1191,17.6796,179.995,172.236
Social,Tuesday,30/07/2019,C,3,male,Whi.Ora,10,1,HA_T4,Treatment,a7646,NA,813.019,4.51688,5.76756,12977,0.159996,1.11997,15.5196,148.396,1.67996,5.43986,0,8.95978,0,0,169.756,10.2397,0,179.995,138.077
Social,Tuesday,30/07/2019,D,4,male,Gre.Bro,10,1,HA_T4,Treatment,a7018,NA,1463.35,8.12993,12.6327,28423.5,-,0,22.6394,91.4377,6.79983,7.51981,20.7195,7.67981,13.5197,9.67976,118.877,19.7595,41.359,179.995,173.596
Social,Tuesday,30/07/2019,E,5,male,Blu.Bla,10,2,HA_T4,Treatment,a6891,NA,2038.47,11.3554,10.6386,23883.7,-,0,22.9594,99.7575,8.1598,9.35977,10.8797,10.8797,9.35977,8.47979,129.997,24.1594,25.6794,179.836,168.476
Social,Tuesday,30/07/2019,G,7,female,Red.Gre,10,2,HA_T4,Treatment,a7562,NA,1236.46,6.86938,7.56598,17023.5,8.00E-02,0.159996,17.6796,129.597,6.87983,4.95988,6.31984,6.15985,0.559986,7.8398,151.516,15.9996,12.4797,179.995,157.676
Social,Tuesday,NA,M,5,female,Whi.Pur,1,2,HA_C4,Control,a7259,NA,896.482,5.00505,7.45721,16711.6,0.239994,1.67996,12.7997,152.076,2.23994,2.55994,3.03992,4.63988,0.639984,1.75996,167.996,6.79983,4.95988,179.756,123.437
Social,Tuesday,NA,M,5,male,Yel.Pin,2,2,HA_C4,Control,a8066,NA,425.761,2.3654,4.40366,9908.24,0.182395,4.55989,2.71993,174.076,1.03997,0.879978,0,1.27997,0,0,177.596,2.39994,0,179.995,78.718
